name1	name2	goal_diff	score_diff
Рединг	Арсенал	0.0547945205479452	0.1484375
Рединг	Тоттенхэм Хотспур	0.46875	0.45
Рединг	Эвертон	0.2592592592592593	0.19565217391304346
Рединг	Ливерпуль	0.14615384615384613	0.2592592592592593
Рединг	Вест Бромвич Альбион	0.31	0.2435897435897436
Рединг	Суонси Сити	0.2222222222222222	0.27941176470588236
Рединг	Вест Хэм Юнайтед	0.3048780487804878	0.3194444444444444
Рединг	Норвич Сити	0.5769230769230769	0.375
Рединг	Фулхэм	0.27083333333333337	0.2368421052631579
Рединг	Саутгемптон	0.3769230769230769	0.39814814814814814
Рединг	Астон Вилла	0.5546875	0.49019607843137253
Рединг	Ньюкасл Юнайтед	0.33333333333333337	0.20833333333333331
Рединг	Сандерленд	0.39814814814814814	0.3953488372093023
Рединг	Уиган Атлетик	0.5535714285714286	0.5208333333333334
Рединг	Куинз Парк Рейнджерс	0.49295774647887325	0.5
Куинз Парк Рейнджерс	Манчестер Юнайтед	0.0267857142857143	0.0
Куинз Парк Рейнджерс	Манчестер Сити	0.06730769230769229	0.06097560975609756
Куинз Парк Рейнджерс	Челси	0.06666666666666665	0.05555555555555558
Куинз Парк Рейнджерс	Арсенал	0.09859154929577463	0.175
Куинз Парк Рейнджерс	Тоттенхэм Хотспур	0.19	0.16666666666666669
Куинз Парк Рейнджерс	Эвертон	0.16666666666666669	0.2
Куинз Парк Рейнджерс	Ливерпуль	0.2934782608695652	0.3076923076923077
Куинз Парк Рейнджерс	Вест Бромвич Альбион	0.2222222222222222	0.20588235294117646
Куинз Парк Рейнджерс	Вест Хэм Юнайтед	0.23529411764705882	0.2857142857142857
Куинз Парк Рейнджерс	Норвич Сити	0.46296296296296297	0.37209302325581395
Куинз Парк Рейнджерс	Фулхэм	0.25757575757575757	0.296875
Куинз Парк Рейнджерс	Сток Сити	0.41044776119402987	0.41228070175438597
Куинз Парк Рейнджерс	Саутгемптон	0.537037037037037	0.4782608695652174
Куинз Парк Рейнджерс	Астон Вилла	0.42424242424242425	0.35714285714285715
Куинз Парк Рейнджерс	Ньюкасл Юнайтед	0.4642857142857143	0.39166666666666666
Куинз Парк Рейнджерс	Сандерленд	0.375	0.4019607843137255
Куинз Парк Рейнджерс	Уиган Атлетик	0.4772727272727273	0.4351851851851852
Куинз Парк Рейнджерс	Рединг	0.3958333333333333	0.47619047619047616
